CO_CODE,CO_NAME,[ISIN_No,Current_Live_Rating,Current_Live_Restricted,As_per_new_Rules,As_per_new_Rules_-_Restricted,New_Rules_Rating_(ex_Symbol),New_Rules_Rating_(ex_Symbol)_Restricted,New_Rules_Rating_(ex_ADTO),New_Rules_Rating_(ex_ADTO)_Restricted,"New_Rules_Rating_(ex_Symbol,_ex_ADTO)",New_Rules_-_Quick_Rating,Poor_Reasons_Count,Percent_Funding,BSE_VAR_pct,NSE_VAR_pct,ANGEL_VAR_pct,Poor_Reasons,New_Rules_Restricted_Reason,Mcap,[Total_Shareholders_Funds_(Latest)],Revenue-_Latest_FY,Median6M_ADTO_in_Rs_crs,PET_Check,F-Score,Promoter_Pledge%,Impact_Cost,BSE_Series,NSE_Series,Aug_2025_ADTO_in_Rs_crs,Sep_2025_ADTO_in_Rs_crs,Oct_2025_ADTO_in_Rs_crs,Poor_Alz_Manual,Poor_Alz_Manual_Comments,Poor_to_Avg_Manual,Good_BC_to_Avg_Manual,Manual_Rating,BSE_symbol_downgrade?,NSE_symbol_downgrade?,Market_Cap/ISIN,Rating_v1_(as_per_rules),Restricted,Latest_3M_ADTO_above_thresh,All_Conditions_Met_(Except_Size)_+_50%_of_Average_Size_Criteria_Met,Meeting_Size_Criteria_Poor,Size_Exception_for_Poor_to_Average,"All_Conditions_of_Good_Met_(Except_""Good""_Size)",Size_Criteria_Average,Size_Exception_for_Average_to_Good,All_conditions_met_Except_ADTO,Size_Criteria_for_ADTO_Upgrade,ADTO_>_0.5_Cr,ADTO_Upgrade_(Poor_to_Average),ADTO_Wipsaw_Upgrade,Rating_v2_(V1_wo_adj_for_whipsaw),Rating_v2_(V1_adj_for_whipsaw),Last_Trading_Date?,Not_traded?,MTF_VAR_pct,As_per_old_Rules,As_per_old_Rules_-_Restricted
4597,Velan Hotels,INE548D01014,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,17.42,-7.36,0,0.009818708,,,0,,XT,,0.001163606,0.009415186,0.004610255,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4602,Candour Techtex,INE713D01055,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,277.39,39.32,188.1,0.085371951,,F-Check Passed,0,,XT,,0.105606838,0.352387025,2.3132076,,,,,Poor,Yes,No,No,Poor,Restricted,1,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4604,Gratex Industrie,INE915E01013,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,6.64,3.64,3.75,0.002011304,PET Good,F-Check Passed,0,,X,,0.004460125,0.001646588,0.000609775,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4606,Std. Capital Mkt,INE625D01028,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,6.94E-10,26.72,26.72,100,"ADTO in Cr , Rev , PET Check , BSE symbol downgrade",,132.55,1053.35,90.73,0.66602475,,F-Check Passed,0,,X,,0.4487905,0.8473962,0.4846533,,,,,Poor,Yes,No,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
4608,Family Care,INE146N01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Promoter Pledge% , Rev , F-Score , BSE symbol downgrade",ADTO in Cr,22.9,13.45,7.9,0.031314511,PET Good,,61.71,,X,,0.035248806,0.069096806,0.038781875,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4614,Everest Organics,INE334C01029,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,25,25,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",,380.56,69.95,159.48,0.263196,PET Good,F-Check Passed,0,,X,,0.1314892,0.316865125,0.243389925,,,,,Poor,Yes,No,No,Poor,,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4620,IMP Powers,INE065B01013,Poor,Restricted,Poor,Restricted,Poor,Restricted,Poor,Restricted,Poor,Poor,10,,100,0,100,"Mcap , Shareholders Fund , ADTO in Cr , Promoter Pledge% , Impact Cost , Rev , F-Score , NSE symbol downgrade , BSE symbol downgrade , Not traded","BSE Symbol , NSE Symbol , ADTO in Cr",5.23,-270.9,1.53,0.024944327,PET Good,,80.97,4.26,Z,BZ,0.024944327,0.024944327,0.024944327,,,,,Poor,Yes,Yes,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,28/12/2023,Yes,0,Poor,
4621,Kitex Garments,INE602G01020,Average,-,Good,,Average,,Average,,Average,Average,0,0.010308269,28.07,28.23,30,,,4182.52,1032.99,982.8,27.937158,PET Good,F-Check Passed,0,0.42,B,EQ,27.5050624,28.3692536,47.5380164,,,,,Good,No,No,No,Average,,3,,,,Yes,2,Upgrade,,,,,,Good,Good,31/10/2025,No,42.28,Good,
4624,Yogi Ltd,INE290E01011,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,750.77,112.56,111.07,0.192749944,,,0,,X,,0.079527531,0.059563831,0.20260225,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4630,Sambandam Spg.,INE304D01012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , BSE symbol downgrade",ADTO in Cr,50.23,85.96,268.48,0.006898948,PET Good,F-Check Passed,0,6.19,X,,0.008091239,0.007128414,0.005462009,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4632,MKP Mobility,INE676G01024,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,40.73,6.57,31.84,0.001528093,,F-Check Passed,0,,X,,0.001652479,0.0024614,0.001329212,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4637,Nimbus Projects,INE875B01015,Poor,Restricted,Poor,,Poor,,Poor,,Poor,Poor,4,,25,25,100,"ADTO in Cr , Rev , PET Check , BSE symbol downgrade",,322.43,276.47,178.3,0.278724788,,F-Check Passed,0,,X,,0.5872701,2.0883266,0.3256801,,,,,Poor,Yes,No,No,Poor,,1,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4638,Invigorated Bus.,INE359A01012,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,8,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,35.18,-179.33,0.2,0.003231099,,,0,3.15,XT,EQ,0.005113895,0.002311565,0.001889186,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,Restricted
4647,Haldyn Glass,INE506D01020,Poor,-,Poor,,Poor,,Poor,,Poor,Average,2,,25.98,25.98,100,"ADTO in Cr , BSE symbol downgrade",,515.1,215.4,381.6,0.793775975,PET Good,F-Check Passed,0,,X,,1.062534,1.4919465,0.45754065,,,,,Poor,Yes,No,No,Poor,,2,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
4650,Bharat Global,INE893C01032,Poor,Restricted,Poor,,Poor,,Poor,,Poor,Average,3,,100,100,100,"ADTO in Cr , PET Check , BSE symbol downgrade",,2040.89,190.34,668.58,0.833006425,,F-Check Passed,0,,T,,0.42501405,0.77736355,1.0832583,,,,,Poor,Yes,No,No,Poor,,1,No,3,,,,,No,2,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4658,Valiant Commun.,INE760B01019,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",,892.31,61.55,50.85,0.660975975,PET Good,F-Check Passed,0,,XT,,0.9679257,0.959476,0.72563625,,,,,Poor,Yes,No,No,Poor,,0,No,1,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Poor,
4661,Baid Finserv,INE020D01022,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,2,,22.04,22.05,100,"ADTO in Cr , Rev",,129.43,179.03,82.37,0.329987729,PET Good,F-Check Passed,0,0.55,B,EQ,0.180545407,0.116506487,0.091731359,,,,,Poor,No,No,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
4662,Vipul Ltd,INE946H01037,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,4,,23.27,23.26,100,"ADTO in Cr , Rev , PET Check , F-Score",,114.18,377.03,87.08,0.392998261,,,30.71,0.8,B,EQ,0.585950538,0.294773356,0.417307697,,,,,Poor,No,No,No,Poor,,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4664,Paras Petrofils,INE162C01024,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,29.39,29.4,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev , PET Check , F-Score",ADTO in Cr,72.53,20.33,0,0.053456415,,,0,2.36,B,EQ,0.049631022,0.047935049,0.042675106,,,,,Poor,No,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4673,Ugro Capital,INE583D01011,Average,-,Good,,Good,,Good,,Good,Good,0,0.007226384,18.05,17.82,30,,,2644.37,2046.39,1441.85,7.179778563,PET Good,F-Check Passed,11.53,0.16,B,EQ,4.42535705,7.482108625,6.8774485,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
4680,K Z Leasing,INE006C01015,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,27.1,27.11,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,8.11,19.07,2.33,0.000846896,,F-Check Passed,0,,X,,0.000694121,0.000872616,0.002624933,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4681,Lake Shore,INE734D01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,28.34,28.34,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,31.44,20.21,0,0.040362405,,,0,,X,,0.054568181,0.01455025,0.026156628,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4684,Natco Pharma,INE987B01026,Good,-,Good,,Good,,Good,,Good,Good,0,0.169794396,18.32,18.33,18.33,,,14690.59,7607,4429.5,60.1193866,PET Good,F-Check Passed,0,0.04,A,EQ,50.9322756,44.187786,48.5133648,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,32.35,Good,
4692,Shalibhadra Fin.,INE861D01011,Poor,Restricted,Poor,,Poor,,Poor,,Poor,Poor,3,,19.18,19.53,100,"ADTO in Cr , Rev , BSE symbol downgrade",,343.17,154.25,36.48,0.4974769,PET Good,F-Check Passed,0,,X,,0.41845965,0.45021645,0.273140275,,,,,Poor,Yes,No,No,Poor,,0,No,2,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Average,
4693,Abirami Fin.,INE195I01013,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade","BSE Symbol , ADTO in Cr",22.49,19.84,0,0.003001842,,,0,,Z,,0.009313829,0.002735686,0.004052967,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4696,Sri Nacha. Cott.,INE443E01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,30.54,30.54,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , F-Score , BSE symbol downgrade",ADTO in Cr,14.28,31,69.17,0.002767718,PET Good,,0,,X,,0.004161348,0.001150814,0.001833688,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4698,Dynamic Industri,INE457C01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,49.53,48.15,72.65,0.051907458,PET Good,F-Check Passed,0,,X,,0.014736258,0.1107361,0.081892738,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4699,Panama Petrochem,INE305C01029,Good,-,Average,,Average,,Average,,Average,Good,0,0.018514657,17.29,17.33,17.33,,,1623.35,1255.01,2792.89,1.670340885,,F-Check Passed,0,0.21,B,EQ,1.348221919,2.359571238,1.099241513,,,,,Average,No,No,No,Average,,3,,,,No,3,,,,,,,Average,Average,31/10/2025,No,31.37,Good,
4701,Greenply Industr,INE461C01038,Average,-,Good,,Good,,Good,,Good,Good,0,0.00150007,19.04,19.04,30,,,3823.23,808.64,2487.58,5.053196038,PET Good,F-Check Passed,0,0.12,B,EQ,2.773682375,5.211879425,2.065518631,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
4704,Bal Pharma,INE083D01012,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,3,,21.54,21.45,100,"Shareholders Fund , ADTO in Cr , Impact Cost",,131.04,77.42,303.08,0.258720785,PET Good,F-Check Passed,0,1.07,B,EQ,0.193444928,0.323996641,0.177361213,,,,,Poor,No,No,No,Poor,,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4706,Ruparel Food,INE239B01014,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,49.85,3.69,4.99,0.002708938,,,0,,X,,0.000633629,0.00217725,0.001948463,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4708,Raghunath Intl.,INE753B01014,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,33.32,33.33,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,6.45,16.17,0.28,0.003651467,,,0,,X,,0.003088133,0.0042148,0.001301662,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4711,Dai-ichi Karkari,INE928C01010,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,21.5,21.5,100,"ADTO in Cr , Impact Cost , Rev , BSE symbol downgrade",ADTO in Cr,202.08,188.16,181.38,0.160372494,PET Good,F-Check Passed,0,1.09,X,EQ,0.16025985,0.09919495,0.072284131,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,2,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Average,
4712,Dr Agarwal's Eye,INE934C01018,Poor,-,Poor,,Poor,,Poor,,Poor,Average,1,,21.59,21.59,100,ADTO in Cr,,2530.32,209.61,397.15,0.8383711,PET Good,F-Check Passed,29.26,,B,,1.5776287,1.014425,0.67572365,,,,,Poor,No,No,No,Poor,,2,No,3,,,,,No,1,Yes,,,Poor,Poor,31/10/2025,No,0,Average,
4717,Spice IslandsInd,INE882D01017,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,38.52,2.36,0.78,0.035287708,,F-Check Passed,0,,XT,,0.329131625,0.0854437,0.040495916,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4719,Aro Granite Inds,INE210C01013,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25,25,100,"Mcap , ADTO in Cr , Impact Cost , Rev",ADTO in Cr,55.31,185.86,123.09,0.152573547,PET Good,F-Check Passed,0,1.62,B,EQ,0.281513081,0.517960281,0.222119144,,,,,Poor,No,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4720,BDH Industries,INE278D01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Shareholders Fund , ADTO in Cr , Impact Cost , Rev , BSE symbol downgrade",ADTO in Cr,240.11,68.76,66.51,0.092759429,PET Good,F-Check Passed,0,2.27,XT,,0.076649969,0.77470665,0.30574695,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4722,Confidence Petro,INE552D01024,Average,-,Good,,Good,,Good,,Good,Good,0,0.015150059,20.27,20.27,30,,,1387.44,1328.29,3145.76,4.091128513,PET Good,F-Check Passed,3.6,0.14,B,EQ,2.64066745,2.8988335,3.82840025,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,35,Good,
4723,Mansi Fin.(Chen),INE094E01017,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,30.92,30.93,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,25.7,34.59,7.17,0.003668862,PET Good,F-Check Passed,0,,X,,0.00396181,0.005372995,0.002195086,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4724,Muthoot Cap.Serv,INE296G01013,Average,-,Average,,Poor,,Average,,Average,Average,1,0.000562931,19.63,19.64,30,ADTO in Cr,,470.48,658.07,473.74,1.415410935,PET Good,F-Check Passed,0,0.26,B,EQ,1.281574888,0.512224328,1.7599005,,,,,Average,No,No,No,Poor,,2,No,3,,,,,Yes,2,Yes,,Yes,Poor,Average,31/10/2025,No,35,Average,
4726,Phyto Chem (I),INE037C01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,28.56,28.57,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,11.89,6.39,14.08,0.006005817,,,0,,X,,0.008227562,0.004679032,0.002371955,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4727,Prism Johnson,INE010A01011,Good,-,Good,,Good,,Good,,Good,Good,0,0.021881281,19.82,19.82,19.82,,,7653.59,1685.53,7310.21,7.681037238,PET Good,F-Check Passed,0,0.12,A,EQ,3.150078325,23.6534432,6.623670825,,,,,Good,No,No,No,Good,,3,,,,,,,,,,,,Good,Good,31/10/2025,No,33.78,Good,
4733,Arex Industries,INE480H01011,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,53.5,53.5,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,55.26,25.67,51.14,0.001796506,PET Good,F-Check Passed,0,,X,,0.001902473,0.001690538,0.000943064,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,30/10/2025,No,0,Poor,
4734,Banaras Beads,INE655B01011,Poor,-,Poor,,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Impact Cost , Rev",,94.93,55.84,31.56,0.200188454,PET Good,F-Check Passed,0,1.37,B,EQ,0.18584855,0.959491494,0.846950219,,,,,Poor,No,No,No,Poor,,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4735,Bilcare,INE986A01012,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Average,3,,25.91,25.93,100,"ADTO in Cr , F-Score , BSE symbol downgrade",ADTO in Cr,246.71,469.04,788.04,0.137565432,PET Good,,1.39,,X,,0.1186844,0.392224775,0.44624825,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,3,,,,,No,2,No,,,Poor,Poor,31/10/2025,No,0,Average,
4736,Shelter Infra,INE413C01013,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,33.38,33.37,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,6.39,3.89,2.38,0.000962945,PET Good,F-Check Passed,0,,X,,0.00153261,0.001166735,0.001730919,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4737,Howard Hotels,INE931B01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,29.28,29.29,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,23.41,11.49,16.16,0.003971786,PET Good,F-Check Passed,0,,X,,0.00625326,0.03819055,0.003448471,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4738,ISF,INE973B01026,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,25,25,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,9.5,13.42,1.79,0.00881885,,,0,,X,,0.010946752,0.006291845,0.0036389,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4740,Master Trust,INE677D01037,Poor,-,Average,,Average,,Average,,Average,Average,0,,24.81,25.17,100,,,1473.49,638.25,583.88,8.567599775,PET Good,F-Check Passed,6.78,0.44,B,EQ,22.8013833,7.69015195,19.287834,,,,,Average,No,No,No,Average,,3,,,,Yes,1,,,,,,,Average,Average,31/10/2025,No,0,Good,
4741,Shakti Press,INE794C01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,10.75,18.27,13.03,0.0123375,PET Good,F-Check Passed,0,,XT,,0.103008613,0.032538559,0.009964789,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4743,Cubical Finan,INE717D01023,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , BSE symbol downgrade",ADTO in Cr,23.01,15.09,2.42,0.011410196,,F-Check Passed,0,,XT,,0.010313223,0.012507168,0.079601113,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4744,Intec Capital,INE017E01018,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,29.46,29.46,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , F-Score , BSE symbol downgrade",ADTO in Cr,30.49,34.51,4.36,0.003875395,PET Good,,0,,X,,0.005332805,0.007298359,0.00515705,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4745,Jainco Projects,INE966C01010,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , F-Score , BSE symbol downgrade",ADTO in Cr,8.59,10.66,0.73,0.005074012,PET Good,,0,,XT,,0.004228938,0.011599073,0.008345438,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4747,Rajasthan Gases,INE184D01026,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,6,,100,100,100,"Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,357.39,35.91,0,0.094733657,,,0,,XT,,0.015720195,0.042364338,0.134177888,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,1,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4748,Rishi Laser,INE988D01012,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,4,,25,25,100,"Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,117.26,71.31,150.72,0.105685569,PET Good,F-Check Passed,0,,X,,0.085071188,0.087058694,0.105608125,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
4750,Suryo Foods,INE565E01016,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,7,,35.55,35.56,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , PET Check , F-Score , BSE symbol downgrade",ADTO in Cr,8.64,-2.55,0,0.001953962,,,0,,X,,0.000641395,0.003298068,0.00455319,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4751,AastamangalamFin,INE819K01014,Poor,Restricted,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25.17,25.57,100,"Mcap , Shareholders Fund , ADTO in Cr , Rev , BSE symbol downgrade",ADTO in Cr,70.23,37.68,7.03,0.045635899,PET Good,F-Check Passed,0,,X,,0.064238906,0.012184495,0.021641747,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,0,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,Restricted
4753,Savera Industrie,INE104E01014,Poor,-,Poor,Restricted,Poor,,Poor,,Poor,Poor,5,,25,25,100,"Shareholders Fund , ADTO in Cr , Impact Cost , Rev , BSE symbol downgrade",ADTO in Cr,184.44,88.02,79.66,0.057975086,PET Good,F-Check Passed,0,1.92,X,,0.0639743,0.049154438,0.129843413,,,,,Poor,Yes,No,No,Poor,Restricted,0,No,1,,,,,No,0,No,,,Poor,Poor,31/10/2025,No,0,Poor,
